SKILLCOSTS: 1 0  => 0x0
SKILLCREATE: "DarkCat Riposte" "Innate" "Miss Return"  => 0x11c7
SKILLCREATE: "DarkCat Reflexes" "Innate" "Status"  => 0x11c8
SKILLCREATE: "DarkCat RakingAttack" "Attack" "Standard"  => 0x11c9
SKILLCREATE: "DarkCat PrecisionAttack" "Attack" "Standard"  => 0x11ca
SKILLCREATE: "DarkCat Paw II" "Attack" "Standard"  => 0x11cb
SKILLCREATE: "DarkCat Paw I" "Attack" "Standard"  => 0x11cc
SKILLCREATE: "DarkCat Paralyze" "Support" "One Time"  => 0x11cd
SKILLCREATE: "DarkCat Growl I" "Support" "One Time"  => 0x11ce
SKILLCREATE: "DarkCat Evade" "Innate" "Defend"  => 0x11cf
SKILLCREATE: "DarkCat Evade II" "Innate" "Status"  => 0x11d0
SKILLCREATE: "DarkCat DarkAffinity III" "Attack" "Standard"  => 0x11d1
SKILLCREATE: "DarkCat DarkAffinity II" "Attack" "Standard"  => 0x11d2
SKILLCREATE: "DarkCat DarkAffinity I" "Attack" "Standard"  => 0x11d3
SKILLCREATE: "DarkCat ComboChain IV" "Secondary" "Combo"  => 0x11d4
SKILLCREATE: "DarkCat ComboChain III" "Secondary" "Combo"  => 0x11d5
SKILLCREATE: "DarkCat ComboChain II" "Secondary" "Combo"  => 0x11d6
SKILLCREATE: "DarkCat ComboChain I" "Secondary" "Combo"  => 0x11d7
SKILLCREATE: "DarkCat Combo IV" "Attack" "Standard"  => 0x11d8
SKILLCREATE: "DarkCat Combo III" "Attack" "Standard"  => 0x11d9
SKILLCREATE: "DarkCat Combo II" "Attack" "Standard"  => 0x11da
SKILLCREATE: "DarkCat Combo I" "Attack" "Standard"  => 0x11db
SKILLCREATE: "DarkCat Attack" "Attack" "Standard"  => 0x11dc
SKILLCREATE: "DarkCat AffinityDrain" "Support" "One Time"  => 0x11dd
SKILLCREATE: "CyclopsGreater ThreateningGlare II" "Support" "One Time"  => 0x11de
SKILLCREATE: "CyclopsGreater ThreateningGlare I" "Support" "One Time"  => 0x11df
SKILLCREATE: "CyclopsGreater TargetArm" "Attack" "Standard"  => 0x11e0
SKILLCREATE: "CyclopsGreater SweepingAttack" "Attack" "Standard"  => 0x11e1
SKILLCREATE: "CyclopsGreater SummonTWaterAffinityBeast" "Support" "One Time"  => 0x11e2
SKILLCREATE: "CyclopsGreater SummonTFireAffinityBeast" "Support" "One Time"  => 0x11e3
SKILLCREATE: "CyclopsGreater SummonTEarthAffinityBeast" "Support" "One Time"  => 0x11e4
SKILLCREATE: "CyclopsGreater SummonTAirAffinityBeast" "Support" "One Time"  => 0x11e5
SKILLCREATE: "CyclopsGreater Shockwave" "Attack" "Standard"  => 0x11e6
SKILLCREATE: "CyclopsGreater HeavyStrike" "Attack" "Standard"  => 0x11e7
SKILLCREATE: "CyclopsGreater HeavyHanded" "Innate" "Status"  => 0x11e8
SKILLCREATE: "CyclopsGreater EyeBeam" "Attack" "Standard"  => 0x11e9
SKILLCREATE: "CyclopsGreater DestroyShield" "Attack" "Standard"  => 0x11ea
SKILLCREATE: "CyclopsGreater DarkAffinity III" "Attack" "Standard"  => 0x11eb
SKILLCREATE: "CyclopsGreater DarkAffinity II" "Attack" "Standard"  => 0x11ec
SKILLCREATE: "CyclopsGreater DarkAffinity I" "Attack" "Standard"  => 0x11ed
SKILLCREATE: "CyclopsGreater Block" "Innate" "Defend"  => 0x11ee
SKILLCREATE: "CyclopsGreater Attack" "Attack" "Standard"  => 0x11ef
SKILLCREATE: "Cyclops WaterAffinity IV" "Attack" "Standard"  => 0x11f0
SKILLCREATE: "Cyclops WaterAffinity III" "Attack" "Standard"  => 0x11f1
SKILLCREATE: "Cyclops WaterAffinity II" "Attack" "Standard"  => 0x11f2
SKILLCREATE: "Cyclops WaterAffinity I" "Attack" "Standard"  => 0x11f3
SKILLCREATE: "Cyclops Turtle III" "Support" "Ongoing"  => 0x11f4
SKILLCREATE: "Cyclops Turtle II" "Support" "Ongoing"  => 0x11f5
SKILLCREATE: "Cyclops Turtle I" "Support" "Ongoing"  => 0x11f6
SKILLCREATE: "Cyclops ThreateningGlare II" "Support" "One Time"  => 0x11f7
SKILLCREATE: "Cyclops ThreateningGlare I" "Support" "One Time"  => 0x11f8
SKILLCREATE: "Cyclops TargetHead" "Attack" "Standard"  => 0x11f9
SKILLCREATE: "Cyclops TargetArm" "Attack" "Standard"  => 0x11fa
SKILLCREATE: "Cyclops SweepingAttack" "Attack" "Standard"  => 0x11fb
SKILLCREATE: "Cyclops Punch" "Attack" "Standard"  => 0x11fc
SKILLCREATE: "Cyclops PenetratingStare" "Support" "One Time"  => 0x11fd
SKILLCREATE: "Cyclops OverheadSmash" "Attack" "Standard"  => 0x11fe
SKILLCREATE: "Cyclops HeavyStrike" "Attack" "Standard"  => 0x11ff
SKILLCREATE: "Cyclops HeavyHanded" "Innate" "Status"  => 0x1200
SKILLCREATE: "Cyclops Focus" "Support" "One Time"  => 0x1201
SKILLCREATE: "Cyclops FireAffinity IV" "Attack" "Standard"  => 0x1202
SKILLCREATE: "Cyclops FireAffinity III" "Attack" "Standard"  => 0x1203
SKILLCREATE: "Cyclops FireAffinity II" "Attack" "Standard"  => 0x1204
SKILLCREATE: "Cyclops FireAffinity I" "Attack" "Standard"  => 0x1205
SKILLCREATE: "Cyclops EyeBeam" "Attack" "Standard"  => 0x1206
SKILLCREATE: "Cyclops EarthAffinity IV" "Attack" "Standard"  => 0x1207
SKILLCREATE: "Cyclops EarthAffinity III" "Attack" "Standard"  => 0x1208
SKILLCREATE: "Cyclops EarthAffinity II" "Attack" "Standard"  => 0x1209
SKILLCREATE: "Cyclops EarthAffinity I" "Attack" "Standard"  => 0x120a
SKILLCREATE: "Cyclops DestroyShield" "Attack" "Standard"  => 0x120b
SKILLCREATE: "Cyclops ComboChain IV" "Secondary" "Combo"  => 0x120c
SKILLCREATE: "Cyclops ComboChain III" "Secondary" "Combo"  => 0x120d
SKILLCREATE: "Cyclops ComboChain II" "Secondary" "Combo"  => 0x120e
SKILLCREATE: "Cyclops ComboChain I" "Secondary" "Combo"  => 0x120f
SKILLCREATE: "Cyclops Combo IV" "Attack" "Standard"  => 0x1210
SKILLCREATE: "Cyclops Combo III" "Attack" "Standard"  => 0x1211
SKILLCREATE: "Cyclops Combo II" "Attack" "Standard"  => 0x1212
SKILLCREATE: "Cyclops Combo I" "Attack" "Standard"  => 0x1213
SKILLCREATE: "Cyclops Bulldoze I" "Support" "One Time"  => 0x1214
SKILLCREATE: "Cyclops Block" "Innate" "Defend"  => 0x1215
SKILLCREATE: "Cyclops Attack" "Attack" "Standard"  => 0x1216
SKILLCREATE: "Cyclops AirAffinity IV" "Attack" "Standard"  => 0x1217
SKILLCREATE: "Cyclops AirAffinity III" "Attack" "Standard"  => 0x1218
SKILLCREATE: "Cyclops AirAffinity II" "Attack" "Standard"  => 0x1219
SKILLCREATE: "Cyclops AirAffinity I" "Attack" "Standard"  => 0x121a
SKILLCREATE: "Crowd Status IV" "Secondary" "Effect"  => 0x121b
SKILLCREATE: "Crowd Status III" "Secondary" "Effect"  => 0x121c
SKILLCREATE: "Crowd Status II" "Secondary" "Effect"  => 0x121d
SKILLCREATE: "Crowd Status I" "Secondary" "Effect"  => 0x121e
SKILLCREATE: "Continue" "Command" "Continue"  => 0x121f
SKILLCREATE: "Citizen Evade" "Innate" "Defend"  => 0x1220
SKILLCREATE: "Citizen Bait" "Innate" "Status"  => 0x1221
SKILLCREATE: "Citizen Attack" "Attack" "Standard"  => 0x1222
SKILLCREATE: "Channeler WindStep II" "Support" "One Time"  => 0x1223
SKILLCREATE: "Channeler WindStep I" "Support" "One Time"  => 0x1224
SKILLCREATE: "Channeler WaterAffinity IV" "Attack" "Standard"  => 0x1225
SKILLCREATE: "Channeler WaterAffinity III" "Attack" "Standard"  => 0x1226
SKILLCREATE: "Channeler WaterAffinity II" "Attack" "Standard"  => 0x1227
SKILLCREATE: "Channeler WaterAffinity I" "Attack" "Standard"  => 0x1228
SKILLCREATE: "Channeler TransferAffinity" "Support" "One Time"  => 0x1229
SKILLCREATE: "Channeler Tornado" "Support" "One Time"  => 0x122a
SKILLCREATE: "Channeler Teleport" "Support" "One Time"  => 0x122b
SKILLCREATE: "Channeler StiffWind" "Support" "One Time"  => 0x122c
SKILLCREATE: "Channeler Regrowth III" "Support" "One Time"  => 0x122d
SKILLCREATE: "Channeler Regrowth II" "Support" "One Time"  => 0x122e
SKILLCREATE: "Channeler Regrowth I" "Support" "One Time"  => 0x122f
SKILLCREATE: "Channeler FreezeEnemy III" "Attack" "Standard"  => 0x1230
SKILLCREATE: "Channeler FreezeEnemy II" "Attack" "Standard"  => 0x1231
SKILLCREATE: "Channeler FreezeEnemy I" "Attack" "Standard"  => 0x1232
SKILLCREATE: "Channeler FireStorm III" "Attack" "Standard"  => 0x1233
SKILLCREATE: "Channeler FireStorm II" "Attack" "Standard"  => 0x1234
SKILLCREATE: "Channeler FireStorm I" "Attack" "Standard"  => 0x1235
SKILLCREATE: "Channeler FireBomb" "Attack" "Standard"  => 0x1236
SKILLCREATE: "Channeler FireAffinity IV" "Attack" "Standard"  => 0x1237
SKILLCREATE: "Channeler FireAffinity III" "Attack" "Standard"  => 0x1238
SKILLCREATE: "Channeler FireAffinity II" "Attack" "Standard"  => 0x1239
SKILLCREATE: "Channeler FireAffinity I" "Attack" "Standard"  => 0x123a
SKILLCREATE: "Channeler Evade" "Innate" "Defend"  => 0x123b
SKILLCREATE: "Channeler EarthAffinity IV" "Attack" "Standard"  => 0x123c
SKILLCREATE: "Channeler EarthAffinity III" "Attack" "Standard"  => 0x123d
SKILLCREATE: "Channeler EarthAffinity II" "Attack" "Standard"  => 0x123e
SKILLCREATE: "Channeler EarthAffinity I" "Attack" "Standard"  => 0x123f
SKILLCREATE: "Channeler DrainAffinity" "Support" "One Time"  => 0x1240
SKILLCREATE: "Channeler ComboChain IV" "Secondary" "Combo"  => 0x1241
SKILLCREATE: "Channeler ComboChain III" "Secondary" "Combo"  => 0x1242
SKILLCREATE: "Channeler ComboChain II" "Secondary" "Combo"  => 0x1243
SKILLCREATE: "Channeler ComboChain I" "Secondary" "Combo"  => 0x1244
SKILLCREATE: "Channeler Combo IV" "Attack" "Standard"  => 0x1245
SKILLCREATE: "Channeler Combo III" "Attack" "Standard"  => 0x1246
SKILLCREATE: "Channeler Combo II" "Attack" "Standard"  => 0x1247
SKILLCREATE: "Channeler Combo I" "Attack" "Standard"  => 0x1248
SKILLCREATE: "Channeler BoostAffinity" "Support" "One Time"  => 0x1249
SKILLCREATE: "Channeler Attack" "Attack" "Standard"  => 0x124a
SKILLCREATE: "Channeler AirAffinity IV" "Attack" "Standard"  => 0x124b
SKILLCREATE: "Channeler AirAffinity III" "Attack" "Standard"  => 0x124c
SKILLCREATE: "Channeler AirAffinity II" "Attack" "Standard"  => 0x124d
SKILLCREATE: "Channeler AirAffinity I" "Attack" "Standard"  => 0x124e
SKILLCREATE: "Channeler AffNoGrow" "Innate" "Status"  => 0x124f
SKILLCREATE: "Centurion WaterAffinity IV" "Attack" "Standard"  => 0x1250
SKILLCREATE: "Centurion WaterAffinity III" "Attack" "Standard"  => 0x1251
SKILLCREATE: "Centurion WaterAffinity II" "Attack" "Standard"  => 0x1252
SKILLCREATE: "Centurion WaterAffinity I" "Attack" "Standard"  => 0x1253
SKILLCREATE: "Centurion TargetLeg" "Attack" "Standard"  => 0x1254
SKILLCREATE: "Centurion TargetHead" "Attack" "Standard"  => 0x1255
SKILLCREATE: "Centurion TargetArm" "Attack" "Standard"  => 0x1256
SKILLCREATE: "Centurion Spur" "Support" "One Time"  => 0x1257
SKILLCREATE: "Centurion Shield" "Innate" "Defend"  => 0x1258
SKILLCREATE: "Centurion Shield II" "Innate" "Status"  => 0x1259
SKILLCREATE: "Centurion Roam" "Attack" "Standard"  => 0x125a
SKILLCREATE: "Centurion Reprimand" "Support" "One Time"  => 0x125b
SKILLCREATE: "Centurion Rally" "Support" "One Time"  => 0x125c
SKILLCREATE: "Centurion Motivate" "Support" "One Time"  => 0x125d
SKILLCREATE: "Centurion IndomitableWill" "Innate" "Status"  => 0x125e
SKILLCREATE: "Centurion Impel" "Support" "One Time"  => 0x125f
SKILLCREATE: "Centurion ImmediateResponse" "Support" "One Time"  => 0x1260
SKILLCREATE: "Centurion Garrison" "Innate" "Status"  => 0x1261
SKILLCREATE: "Centurion FireAffinity IV" "Attack" "Standard"  => 0x1262
SKILLCREATE: "Centurion FireAffinity III" "Attack" "Standard"  => 0x1263
SKILLCREATE: "Centurion FireAffinity II" "Attack" "Standard"  => 0x1264
SKILLCREATE: "Centurion FireAffinity I" "Attack" "Standard"  => 0x1265
SKILLCREATE: "Centurion EarthAffinity IV" "Attack" "Standard"  => 0x1266
SKILLCREATE: "Centurion EarthAffinity III" "Attack" "Standard"  => 0x1267
SKILLCREATE: "Centurion EarthAffinity II" "Attack" "Standard"  => 0x1268
SKILLCREATE: "Centurion EarthAffinity I" "Attack" "Standard"  => 0x1269
SKILLCREATE: "Centurion DestroyHelm" "Attack" "Standard"  => 0x126a
SKILLCREATE: "Centurion Defend" "Support" "Ongoing"  => 0x126b
SKILLCREATE: "Centurion CoordinatedAttack" "Innate" "Hit Cause"  => 0x126c
SKILLCREATE: "Centurion ComboChain IV" "Secondary" "Combo"  => 0x126d
SKILLCREATE: "Centurion ComboChain III" "Secondary" "Combo"  => 0x126e
SKILLCREATE: "Centurion ComboChain II" "Secondary" "Combo"  => 0x126f
SKILLCREATE: "Centurion ComboChain I" "Secondary" "Combo"  => 0x1270
SKILLCREATE: "Centurion Combo IV" "Attack" "Standard"  => 0x1271
SKILLCREATE: "Centurion Combo III" "Attack" "Standard"  => 0x1272
SKILLCREATE: "Centurion Combo II" "Attack" "Standard"  => 0x1273
SKILLCREATE: "Centurion Combo I" "Attack" "Standard"  => 0x1274
SKILLCREATE: "Centurion Block" "Innate" "Defend"  => 0x1275
SKILLCREATE: "Centurion AttackSpear" "Attack" "Standard"  => 0x1276
SKILLCREATE: "Centurion Attack" "Attack" "Standard"  => 0x1277
SKILLCREATE: "Centurion AirAffinity IV" "Attack" "Standard"  => 0x1278
SKILLCREATE: "Centurion AirAffinity III" "Attack" "Standard"  => 0x1279
SKILLCREATE: "Centurion AirAffinity II" "Attack" "Standard"  => 0x127a
SKILLCREATE: "Centurion AirAffinity I" "Attack" "Standard"  => 0x127b
SKILLCREATE: "CatGreater Scratch" "Attack" "Standard"  => 0x127c
SKILLCREATE: "CatGreater RiposteSub" "Attack" "Standard"  => 0x127d
SKILLCREATE: "CatGreater Riposte" "Innate" "Miss Return"  => 0x127e
SKILLCREATE: "CatGreater Reflexes" "Innate" "Status"  => 0x127f
SKILLCREATE: "CatGreater RakingAttack" "Attack" "Standard"  => 0x1280
SKILLCREATE: "CatGreater PrecisionAttack" "Attack" "Standard"  => 0x1281
SKILLCREATE: "CatGreater Paw II" "Attack" "Standard"  => 0x1282
SKILLCREATE: "CatGreater Paw I" "Attack" "Standard"  => 0x1283
SKILLCREATE: "CatGreater Growl" "Support" "One Time"  => 0x1284
SKILLCREATE: "CatGreater Growl II" "Support" "One Time"  => 0x1285
SKILLCREATE: "CatGreater Evade" "Innate" "Defend"  => 0x1286
SKILLCREATE: "CatGreater Awareness" "Innate" "Status"  => 0x1287
SKILLCREATE: "CatGreater Attack" "Attack" "Standard"  => 0x1288
SKILLCREATE: "CatGreater AirAffinity III" "Attack" "Standard"  => 0x1289
SKILLCREATE: "CatGreater AirAffinity II" "Attack" "Standard"  => 0x128a
SKILLCREATE: "CatGreater AirAffinity I" "Attack" "Standard"  => 0x128b
SKILLCREATE: "Cat Turtle II" "Support" "Ongoing"  => 0x128c
SKILLCREATE: "Cat Turtle I" "Support" "Ongoing"  => 0x128d
SKILLCREATE: "Cat ShiftReturn" "Support" "One Time"  => 0x128e
SKILLCREATE: "Cat Scratch" "Attack" "Standard"  => 0x128f
SKILLCREATE: "Cat Run I" "Attack" "Standard"  => 0x1290
SKILLCREATE: "Cat RiposteSub" "Attack" "Standard"  => 0x1291
SKILLCREATE: "Cat Riposte" "Innate" "Miss Return"  => 0x1292
SKILLCREATE: "Cat Reflexes" "Innate" "Status"  => 0x1293
SKILLCREATE: "Cat RakingAttack" "Attack" "Standard"  => 0x1294
SKILLCREATE: "Cat PrecisionAttack" "Attack" "Standard"  => 0x1295
SKILLCREATE: "Cat Pounce" "Attack" "Breakout"  => 0x1296
SKILLCREATE: "Cat Paw II" "Attack" "Standard"  => 0x1297
SKILLCREATE: "Cat Paw I" "Attack" "Standard"  => 0x1298
SKILLCREATE: "Cat Leap" "Innate" "Status"  => 0x1299
SKILLCREATE: "Cat Growl II" "Support" "One Time"  => 0x129a
SKILLCREATE: "Cat Growl I" "Support" "One Time"  => 0x129b
SKILLCREATE: "Cat Evade" "Innate" "Defend"  => 0x129c
SKILLCREATE: "Cat Evade II" "Innate" "Status"  => 0x129d
SKILLCREATE: "Cat ComboChain IV" "Secondary" "Combo"  => 0x129e
SKILLCREATE: "Cat ComboChain III" "Secondary" "Combo"  => 0x129f
SKILLCREATE: "Cat ComboChain II" "Secondary" "Combo"  => 0x12a0
SKILLCREATE: "Cat ComboChain I" "Secondary" "Combo"  => 0x12a1
SKILLCREATE: "Cat Combo IV" "Attack" "Standard"  => 0x12a2
SKILLCREATE: "Cat Combo III" "Attack" "Standard"  => 0x12a3
SKILLCREATE: "Cat Combo II" "Attack" "Standard"  => 0x12a4
SKILLCREATE: "Cat Combo I" "Attack" "Standard"  => 0x12a5
SKILLCREATE: "Cat Bite" "Attack" "Standard"  => 0x12a6
SKILLCREATE: "Cat Attack" "Attack" "Standard"  => 0x12a7
SKILLCREATE: "Cat AirAffinity IV" "Attack" "Standard"  => 0x12a8
SKILLCREATE: "Cat AirAffinity III" "Attack" "Standard"  => 0x12a9
SKILLCREATE: "Cat AirAffinity II" "Attack" "Standard"  => 0x12aa
SKILLCREATE: "Cat AirAffinity I" "Attack" "Standard"  => 0x12ab
SKILLCREATE: "Boss SummonWaterAffinityBeast" "Support" "One Time"  => 0x12ac
SKILLCREATE: "Boss SummonFireAffinityBeast" "Support" "One Time"  => 0x12ad
SKILLCREATE: "Boss SummonEarthAffinityBeast" "Support" "One Time"  => 0x12ae
SKILLCREATE: "Boss SummonAirAffinityBeast" "Support" "One Time"  => 0x12af
SKILLCREATE: "Berserker WaterAffinity IV" "Attack" "Standard"  => 0x12b0
SKILLCREATE: "Berserker WaterAffinity III" "Attack" "Standard"  => 0x12b1
SKILLCREATE: "Berserker WaterAffinity II" "Attack" "Standard"  => 0x12b2
SKILLCREATE: "Berserker WaterAffinity I" "Attack" "Standard"  => 0x12b3
SKILLCREATE: "Berserker Turtle I" "Support" "Ongoing"  => 0x12b4
SKILLCREATE: "Berserker TargetLeg" "Attack" "Standard"  => 0x12b5
SKILLCREATE: "Berserker ShiftReturn" "Support" "One Time"  => 0x12b6
SKILLCREATE: "Berserker RiposteSub" "Attack" "Standard"  => 0x12b7
SKILLCREATE: "Berserker Riposte" "Innate" "Miss Return"  => 0x12b8
SKILLCREATE: "Berserker Rage III" "Support" "One Time"  => 0x12b9
SKILLCREATE: "Berserker Rage II" "Support" "One Time"  => 0x12ba
SKILLCREATE: "Berserker Rage I" "Support" "One Time"  => 0x12bb
SKILLCREATE: "Berserker MadRage" "Attack" "Standard"  => 0x12bc
SKILLCREATE: "Berserker IndomitableWill" "Innate" "Status"  => 0x12bd
SKILLCREATE: "Berserker Howl IV" "Support" "One Time"  => 0x12be
SKILLCREATE: "Berserker Howl III" "Support" "One Time"  => 0x12bf
SKILLCREATE: "Berserker Howl II" "Support" "One Time"  => 0x12c0
SKILLCREATE: "Berserker Howl I" "Support" "One Time"  => 0x12c1
SKILLCREATE: "Berserker GougingFury" "Attack" "Standard"  => 0x12c2
SKILLCREATE: "Berserker FireAffinity IV" "Attack" "Standard"  => 0x12c3
SKILLCREATE: "Berserker FireAffinity III" "Attack" "Standard"  => 0x12c4
SKILLCREATE: "Berserker FireAffinity II" "Attack" "Standard"  => 0x12c5
SKILLCREATE: "Berserker FireAffinity I" "Attack" "Standard"  => 0x12c6
SKILLCREATE: "Berserker Evade" "Innate" "Defend"  => 0x12c7
SKILLCREATE: "Berserker EarthAffinity IV" "Attack" "Standard"  => 0x12c8
SKILLCREATE: "Berserker EarthAffinity III" "Attack" "Standard"  => 0x12c9
SKILLCREATE: "Berserker EarthAffinity II" "Attack" "Standard"  => 0x12ca
SKILLCREATE: "Berserker EarthAffinity I" "Attack" "Standard"  => 0x12cb
SKILLCREATE: "Berserker DestroyShield" "Attack" "Standard"  => 0x12cc
SKILLCREATE: "Berserker DestroyHelm" "Attack" "Standard"  => 0x12cd
SKILLCREATE: "Berserker ComboChain IV" "Secondary" "Combo"  => 0x12ce
SKILLCREATE: "Berserker ComboChain III" "Secondary" "Combo"  => 0x12cf
SKILLCREATE: "Berserker ComboChain II" "Secondary" "Combo"  => 0x12d0
SKILLCREATE: "Berserker ComboChain I" "Secondary" "Combo"  => 0x12d1
SKILLCREATE: "Berserker Combo IV" "Attack" "Standard"  => 0x12d2
SKILLCREATE: "Berserker Combo III" "Attack" "Standard"  => 0x12d3
SKILLCREATE: "Berserker Combo II" "Attack" "Standard"  => 0x12d4
SKILLCREATE: "Berserker Combo I" "Attack" "Standard"  => 0x12d5
SKILLCREATE: "Berserker AxeThrow" "Attack" "Standard"  => 0x12d6
SKILLCREATE: "Berserker Attack" "Attack" "Standard"  => 0x12d7
SKILLCREATE: "Berserker AirAffinity IV" "Attack" "Standard"  => 0x12d8
SKILLCREATE: "Berserker AirAffinity III" "Attack" "Standard"  => 0x12d9
SKILLCREATE: "Berserker AirAffinity II" "Attack" "Standard"  => 0x12da
SKILLCREATE: "Berserker AirAffinity I" "Attack" "Standard"  => 0x12db
SKILLCREATE: "Berserker AdrenalineSub" "Support" "One Time"  => 0x12dc
SKILLCREATE: "Berserker Adrenaline" "Innate" "Status"  => 0x12dd
SKILLCREATE: "BearGreater ThickSkull" "Innate" "Status"  => 0x12de
SKILLCREATE: "BearGreater RakingAttack" "Attack" "Standard"  => 0x12df
SKILLCREATE: "BearGreater Paw II" "Attack" "Standard"  => 0x12e0
SKILLCREATE: "BearGreater Paw I" "Attack" "Standard"  => 0x12e1
SKILLCREATE: "BearGreater GreaterAttack III" "Attack" "Standard"  => 0x12e2
SKILLCREATE: "BearGreater GreaterAttack II" "Attack" "Standard"  => 0x12e3
SKILLCREATE: "BearGreater Evade" "Innate" "Defend"  => 0x12e4
SKILLCREATE: "BearGreater EarthAffinity III" "Attack" "Standard"  => 0x12e5
SKILLCREATE: "BearGreater EarthAffinity II" "Attack" "Standard"  => 0x12e6
SKILLCREATE: "BearGreater EarthAffinity I" "Attack" "Standard"  => 0x12e7
SKILLCREATE: "BearGreater Bite" "Attack" "Standard"  => 0x12e8
SKILLCREATE: "BearGreater BackAtcha" "Innate" "Hit Return"  => 0x12e9
SKILLCREATE: "BearGreater Attack" "Attack" "Standard"  => 0x12ea
SKILLCREATE: "Bear WintersFat" "Innate" "Status"  => 0x12eb
SKILLCREATE: "Bear Turtle I" "Support" "Ongoing"  => 0x12ec
SKILLCREATE: "Bear ShiftReturn" "Support" "One Time"  => 0x12ed
SKILLCREATE: "Bear RakingAttack" "Attack" "Standard"  => 0x12ee
SKILLCREATE: "Bear RagingBearSub" "Attack" "Standard"  => 0x12ef
SKILLCREATE: "Bear RagingBear" "Innate" "Hit Return"  => 0x12f0
SKILLCREATE: "Bear Paw II" "Attack" "Standard"  => 0x12f1
SKILLCREATE: "Bear Paw I" "Attack" "Standard"  => 0x12f2
SKILLCREATE: "Bear Hug" "Attack" "Breakout"  => 0x12f3
SKILLCREATE: "Bear Hug II" "Attack" "Breakout"  => 0x12f4
SKILLCREATE: "Bear Hibernation" "Support" "One Time"  => 0x12f5
SKILLCREATE: "Bear Evade" "Innate" "Defend"  => 0x12f6
SKILLCREATE: "Bear EarthAffinity IV" "Attack" "Standard"  => 0x12f7
SKILLCREATE: "Bear EarthAffinity III" "Attack" "Standard"  => 0x12f8
SKILLCREATE: "Bear EarthAffinity II" "Attack" "Standard"  => 0x12f9
SKILLCREATE: "Bear EarthAffinity I" "Attack" "Standard"  => 0x12fa
SKILLCREATE: "Bear ComboChain IV" "Secondary" "Combo"  => 0x12fb
SKILLCREATE: "Bear ComboChain III" "Secondary" "Combo"  => 0x12fc
SKILLCREATE: "Bear ComboChain II" "Secondary" "Combo"  => 0x12fd
SKILLCREATE: "Bear ComboChain I" "Secondary" "Combo"  => 0x12fe
SKILLCREATE: "Bear Combo IV" "Attack" "Standard"  => 0x12ff
SKILLCREATE: "Bear Combo III" "Attack" "Standard"  => 0x1300
SKILLCREATE: "Bear Combo II" "Attack" "Standard"  => 0x1301
SKILLCREATE: "Bear Combo I" "Attack" "Standard"  => 0x1302
SKILLCREATE: "Bear Charge" "Attack" "Standard"  => 0x1303
SKILLCREATE: "Bear Bulldoze II" "Attack" "Standard"  => 0x1304
SKILLCREATE: "Bear Bulldoze I" "Support" "One Time"  => 0x1305
SKILLCREATE: "Bear Bite" "Attack" "Standard"  => 0x1306
SKILLCREATE: "Bear Attack" "Attack" "Standard"  => 0x1307
SKILLCREATE: "Bear Attack III" "Attack" "Standard"  => 0x1308
SKILLCREATE: "Bear Attack II" "Attack" "Standard"  => 0x1309
SKILLCREATE: "Barbarian WolfForm III" "Support" "One Time"  => 0x130a
SKILLCREATE: "Barbarian WolfForm II" "Support" "One Time"  => 0x130b
SKILLCREATE: "Barbarian WolfForm I" "Support" "One Time"  => 0x130c
SKILLCREATE: "Barbarian WaterAffinity IV" "Attack" "Standard"  => 0x130d
SKILLCREATE: "Barbarian WaterAffinity III" "Attack" "Standard"  => 0x130e
SKILLCREATE: "Barbarian WaterAffinity II" "Attack" "Standard"  => 0x130f
SKILLCREATE: "Barbarian WaterAffinity I" "Attack" "Standard"  => 0x1310
